Symbol,DateTime,Open,High,Low,Close,Volume,RSI,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,EMA,ADX_14,DMP_14,DMN_14,ATR,RSI_diff,EMA_diff,ATR_diff,Price_diff,Volume_diff,vol_pct_change,close_pct_change,rsi_pct_change,ROC,bb_width_pct,MACD,MACD_signal,StochK,StochD,CCI,OBV,Close_lag_1,Close_lag_3,RSI_lag_1,RSI_lag_3,roll_mean_close_5,roll_std_close_5,roll_max_close_5,roll_min_close_5,RSI_x_Volume,ADX,True_Range,ADX_x_Range,rolling_volatility_10,log_return,atr_norm,vol_norm,roc_norm,MHI
NSE:ABB,2019-01-16 00:00:00+00:00,1003.7,1016.45,1003.6,1008.65,67854,,,,,,,,,,,,,,,4.699999999999932,-68251.0,-50.14584328275964,0.4681508043229199,,-0.7673766540410318,,,,,,,-71248.0,1003.95,1054.0,,,1020.82,19.642511295656707,1054.0,1003.95,,,12.850000000000025,,1.700584670134211,0.0046705838655987,,0.4895746129654733,0.4683593030040843,
NSE:ABB,2019-01-17 00:00:00+00:00,1006.3,1014.1,1000.15,1007.85,56129,,,,,,,,,,,,,,,-0.7999999999999545,-11725.0,-17.279747693577384,-0.0793139344668625,,-0.9970530451866384,,,,,,,-127377.0,1008.65,1019.5,,,1018.79,20.51205133573925,1054.0,1003.95,,,13.950000000000044,,1.696418027550283,-0.000793454046091,,0.4943119281432609,0.4629056045762157,
NSE:ABB,2019-01-18 00:00:00+00:00,1008.65,1012.0,996.15,998.2,41041,,,,,,,,,,,,,,,-9.649999999999975,-15088.0,-26.88093498904309,-0.9574837525425428,,-5.294117647058819,,,,,,,-168418.0,1007.85,1003.95,,,1007.63,7.817496402302419,1019.5,998.2,,,15.850000000000025,,1.7126837713313696,-0.0096209709987598,,0.4940300827810753,0.3608711971789692,
NSE:ABB,2019-01-21 00:00:00+00:00,1001.75,1018.8,996.9,1002.2,285021,,,,,,,1016.5785714285716,,,,,,,,4.0,243980.0,594.4786920396676,0.4007212983370145,,-1.6969102501226048,,,,,,,116603.0,998.2,1008.65,,,1004.17,4.277353153530101,1008.65,998.2,,,21.899999999999977,,1.7226956169344434,0.0039992054901154,,0.5157419811725957,0.4462873961515105,
NSE:ABB,2019-01-22 00:00:00+00:00,1003.95,1029.6,1001.55,1020.4,278863,50.46305730341326,,,,,,1017.0880952380952,,21.50875482768673,15.300152806061195,22.382726428388896,,0.5095238095235572,,18.19999999999993,-6158.0,-2.1605425565133785,1.816004789463177,,1.6385278151302287,,,,,,,395466.0,1002.2,1007.85,,,1007.46,8.402782277318119,1020.4,998.2,14072279.548801731,,28.049999999999955,,1.8300343004228092,0.017997123742032,0.0070836980191232,0.4947784857202121,0.5254878452790414,25.70729637814335
NSE:ABB,2019-01-23 00:00:00+00:00,1023.6,1026.5,1008.65,1008.65,30845,44.50463702006949,,,,,,1015.963015873016,,19.64249739858312,13.972599255449492,21.900195060174592,-5.95842028334377,-1.1250793650791593,-0.4825313682143033,-11.75,-248018.0,-88.9390130637625,-1.151509212073698,-11.807489680060968,0.0,,,,23.136374968835668,,,364621.0,1020.4,998.2,50.46305730341326,,1007.46,8.402782277318119,1020.4,998.2,1372745.5288840437,,17.850000000000023,,1.8695989996583648,-0.0115819041872966,0.0054986757808348,0.474508750573559,0.4865807703079374,24.241811712407262
NSE:ABB,2019-01-24 00:00:00+00:00,1015.2,1015.4,977.35,983.65,184824,35.027905629957765,,,,,,1011.6546137566138,,16.379867644000285,25.31520509788903,23.56124192969473,-9.476731390111723,-4.308402116402249,1.661046869520142,-25.0,153979.0,499.2024639325661,-2.478560452089429,-21.293806723641328,-2.4011509649253404,,,,22.00799488794796,,,179797.0,1008.65,1002.2,44.50463702006949,,1002.62,13.528331382695152,1020.4,983.65,6473997.630151314,,38.04999999999996,,2.015598935912684,-0.025097939358085,0.0109548935533123,0.5081992025695447,0.4295651006643533,24.385022768039025
NSE:ABB,2019-01-25 00:00:00+00:00,989.05,996.15,974.05,982.1,43685,34.536870389610904,,,,,,1007.7139985890652,,14.838251942467767,24.33798617028833,23.41552850906178,-0.4910352403468607,-3.940615167548572,-0.1457134206329549,-1.5499999999999543,-141139.0,-76.36400034627538,-0.1575763737101554,-1.401840137215915,-1.6129032258064535,,,,12.375822393646365,19.17339741681,,136112.0,983.65,1020.4,35.027905629957765,50.46305730341326,999.4,16.44502204315993,1020.4,982.1,1508743.1829701522,,22.100000000000023,,1.502649850707133,-0.001577006558546,0.0104762531428971,0.4834660358738945,0.4482821548385384,23.99343683013246
NSE:ABB,2019-01-28 00:00:00+00:00,982.05,988.65,947.65,968.0,78072,30.366578532118773,,,,,,1002.41879877719,,12.489728037910597,30.67725612473802,25.12079006622905,-4.170291857492131,-5.29519981187525,1.705261557167269,-14.100000000000025,34387.0,78.71580634084927,-1.4356990123205349,-12.074897958173436,-3.412492516463784,,,,11.487081586363578,15.290299622652634,,58040.0,982.1,1008.65,34.536870389610904,44.50463702006949,992.56,21.36555054287203,1020.4,968.0,2370779.519159577,,41.0,,1.2419006881820116,-0.0144610488871515,0.016077707614574,0.4981764697255088,0.4055506523261837,23.86019251901764
NSE:ABB,2019-01-29 00:00:00+00:00,968.05,988.3,955.5,981.3,272817,37.974576988941145,970.8542810633232,1008.81,1046.7657189366769,7.524849860068162,0.1376040189635685,999.6029589402314,,10.990996081331655,26.99607235878683,25.846934004900287,7.607998456822372,-2.8158398369586166,0.7261439386712389,13.299999999999956,194745.0,249.44282201045183,1.373966942148752,25.053854680320285,-3.83183065464524,0.0752484986006816,,,18.826655085963043,14.229853021990996,-167.1084552127171,330857.0,968.0,983.65,30.366578532118773,35.027905629957765,984.74,14.764035694891268,1008.65,968.0,10360110.170391956,,32.799999999999955,,1.3148380883110424,0.0136461359358708,0.0184629500398521,0.5116157080809499,0.3955934088605471,24.18348692163205
NSE:ABB,2019-01-30 00:00:00+00:00,985.35,1007.65,971.9,986.75,95695,40.827575780560025,968.762053574055,1006.7025,1044.642946425945,7.537568730771001,0.2370550180670016,997.8892310815338,,16.316464007863566,23.663114807809272,26.762194131653786,2.85299879161888,-1.7137278586975526,0.9152601267534984,5.4500000000000455,-177122.0,-64.92337354343753,0.5553857128299144,7.512917898860927,-2.1712189560303354,0.07537568730771,,,27.186450576726543,19.16672908301772,-90.95234858269264,426552.0,981.3,982.1,37.974576988941145,34.536870389610904,980.36,7.216941873122317,986.75,968.0,3906994.864320692,,35.75,,1.3201904715036326,0.0055384913305085,0.0214694025738948,0.4804503826870012,0.4350248687718746,24.187478984742267
NSE:ABB,2019-01-31 00:00:00+00:00,985.2,1007.15,980.95,993.0,102685,44.008283985121984,967.6079172789158,1005.18,1042.7520827210844,7.47569245728811,0.3379115673408613,997.237333603996,,14.867744778144756,21.56209528295415,26.711303449152247,3.1807082045619595,-0.6518974775377728,-0.0508906825015387,6.25,6990.0,7.304456868174936,0.6333924499619892,7.790587963531381,0.9505413510903292,0.0747569245728811,,,34.53919856566702,26.850768076118868,-60.87123870763225,529237.0,986.75,968.0,40.827575780560025,30.366578532118773,982.23,9.216805303358916,993.0,968.0,4518990.641012251,,26.19999999999993,,1.3470778071668073,0.006313949502216,0.0213022365225246,0.49588038962209,0.5091515092777037,26.124553700343007
NSE:ABB,2019-02-04 00:00:00+00:00,995.5,1011.95,983.65,996.15,120640,45.595565601801205,966.8016779913588,1004.0849999999998,1041.3683220086407,7.426327852450916,0.3935851263715074,997.09235579013,,15.06371517187007,19.543579646085533,26.852420376574585,1.5872816166792203,-0.1449778138660349,0.1411169274223382,3.1499999999999773,17955.0,17.48551395043092,0.3172205438066511,3.606779162795437,1.430607881071169,0.0742632785245092,,,42.73598632024488,34.820545154212816,-39.64136173311503,649877.0,993.0,981.3,44.008283985121984,37.974576988941145,985.04,11.113808978024746,996.15,968.0,5500649.034201297,,28.300000000000068,,1.321203050800693,0.0031671846096598,0.0217657783415593,0.4967993412713212,0.5205507570052119,26.40328429532184
NSE:ABB,2019-02-05 00:00:00+00:00,997.0,1011.75,978.95,984.35,97469,40.91625163060336,964.7035867239888,1002.48,1040.2564132760117,7.53659190727222,0.2600354503280351,995.3933750181126,,13.487730047400577,18.998051731254744,27.37168407036411,-4.679313971197843,-1.6989807720174213,0.5192636937895259,-11.799999999999956,-23171.0,-19.206730769230774,-1.1845605581488727,-10.262651443045137,1.6890495867768618,0.0753659190727225,,,46.246062609867714,41.17374916525987,-57.92040731270452,552408.0,996.15,986.75,45.595565601801205,40.827575780560025,988.3099999999998,6.138342610185751,996.15,981.3,3988066.130183279,,32.799999999999955,,1.360609976505586,-0.0119163237887361,0.023471459166493,0.4933526649807347,0.5266874919002202,26.5079027457511
NSE:ABB,2019-02-06 00:00:00+00:00,986.35,996.9,981.3,984.8,86734,41.164231370545615,962.9432581422052,1000.8975,1038.851741857795,7.584041694138513,0.2879354294532688,993.9809250156976,,12.801730038730463,18.031791018254506,26.36000056126826,0.2479797399422523,-1.412450002414971,-1.0116835090958496,0.4499999999999318,-10735.0,-11.01375822056243,0.045715446741501,0.6060666118222313,0.3566697238357281,0.075840416941385,,,48.06168121020767,45.68124338010676,-68.3891476306649,639142.0,984.35,993.0,40.91625163060336,44.008283985121984,989.01,5.278423059969871,996.15,984.35,3570338.4436929035,,15.600000000000025,,1.1759646407712303,0.0004570500041474,0.0201482744666863,0.4943948977860095,0.4950499434016494,25.7402595249476
NSE:ABB,2019-02-07 00:00:00+00:00,986.75,1005.5,984.4,989.9,53674,44.03128515892386,962.0295098593532,999.57,1037.1104901406468,7.5113278991259715,0.3712057306155156,993.4368016802712,,14.730023403444076,16.788055084790525,25.91441202286265,2.867053788378243,-0.5441233354264341,-0.4455885384056124,5.100000000000023,-33060.0,-38.116540226439454,0.5178716490658042,6.964915153085349,0.3192297947808439,0.0751132789912598,-12.567971900324435,,47.22391702257479,47.1772202808834,-38.91828336272784,692816.0,984.8,996.15,41.164231370545615,45.595565601801205,989.64,5.127060561376406,996.15,984.35,2363335.1996200792,,21.100000000000023,,1.1677234095904234,0.0051653530555179,0.0186846022807453,0.4925238904381677,0.4941609269850832,25.59316536688396
NSE:ABB,2019-02-08 00:00:00+00:00,991.35,998.4,978.95,981.3,59031,40.4516133215282,960.3900525505792,997.735,1035.0799474494206,7.485945155661706,0.2799568466087778,991.8185614562352,,13.78606781738215,17.507876819710653,25.37397382738359,-3.579671837395658,-1.618240224035958,-0.5404381954790587,-8.600000000000023,5357.0,9.980623765696617,-0.8687746236993643,-8.129837283820828,-1.1782477341389774,0.0748594515566171,-12.467201294576512,,45.98332316453124,47.08964046577123,-64.59658311510222,633785.0,989.9,984.35,44.03128515892386,40.91625163060336,987.3,5.8317021528900765,996.15,981.3,2387899.185983131,,19.44999999999993,,0.8949379895629247,-0.0087257047133137,0.01690936731224,0.4957435316154147,0.4586031110315002,24.88983653470445
NSE:ABB,2019-02-11 00:00:00+00:00,986.75,986.75,954.7,962.5,64694,33.95320859126725,962.7285425915882,993.16,1023.591457408412,6.128208427325288,-0.0037550385530499,987.9094199287372,20.43712957163668,12.378383800086606,23.446051202894992,25.9253907325438,-6.498404730260951,-3.909141527498036,0.5514169051602096,-18.799999999999955,5663.0,9.593264555911295,-1.915825945174765,-16.064636726868255,-3.3780053204838607,0.0612820842732528,-13.745888696972544,,36.91275167785238,43.3733306216528,-143.95903182258968,569091.0,981.3,984.8,40.4516133215282,41.164231370545615,980.57,10.56276478958164,989.9,962.5,2196568.876603443,20.43712957163668,32.049999999999955,655.0100027709547,1.0787459469935683,-0.0193441570505085,0.0187206652191129,0.4957691767777188,0.4063695556778044,23.936499677843305
NSE:ABB,2019-02-12 00:00:00+00:00,972.85,989.1,959.4,987.55,51696,46.32604037977479,963.5732007054484,991.5625,1019.5517992945516,5.645493712106202,0.4283208207934464,987.8614972715724,21.243623800586064,11.96538683917302,21.27782267965776,26.23371714404698,12.37283178850754,-0.0479226571648041,0.3083264115031809,25.049999999999955,-12998.0,-20.091507713234613,2.6025974025974064,36.44083225668937,0.3250876212729143,0.0564549371210622,-12.592770408855811,,36.5949459828331,39.83034027507224,-85.5788992920758,620787.0,962.5,989.9,33.95320859126725,44.03128515892386,981.21,10.939286996876223,989.9,962.5,2394870.9834728376,21.243623800586064,29.700000000000045,630.9356268774071,1.2969537505733186,0.0256930622429274,0.0197334578603307,0.4942052409157669,0.494300021904553,25.69883055858061
NSE:ABB,2019-02-13 00:00:00+00:00,983.25,990.65,971.95,974.65,367036,41.96608082413741,961.7896834999592,990.0975,1018.4053165000408,5.718187653244404,0.2271513329193394,986.0999643020292,21.73718955696985,11.748446333182152,20.022314725588128,25.62457772567923,-4.359959555637381,-1.7615329695431683,-0.6091394183677501,-12.899999999999975,315340.0,609.9891674404209,-1.3062629740266285,-9.411466034858597,-1.0306661251015412,0.0571818765324441,-12.574882628606474,,36.19187117722232,36.56652294596927,-76.39852398523945,253751.0,987.55,981.3,46.32604037977479,40.4516133215282,979.18,11.04777126845167,989.9,962.5,15403062.441368096,21.73718955696985,18.69999999999993,406.4854447153348,1.3060686327226645,-0.0131486962127127,0.0177325526592783,0.5217225000680937,0.4621074572343258,25.780451779693248
NSE:ABB,2019-02-14 00:00:00+00:00,985.2,997.65,964.45,985.25,438560,46.42775606361383,961.8772231991986,988.9275,1015.9777768008016,5.470628898640496,0.4320247251612013,985.9866357284254,22.71416912557126,10.557395653393266,20.282661813626405,26.231369281192528,4.4616752394764205,-0.1133285736037805,0.606791555513297,10.600000000000025,71524.0,19.486916814699384,1.0875698968860537,10.63162237658901,-0.469744418628142,0.0547062889864049,-11.571980434637794,,49.64356746942085,40.81012820982542,-50.44892947586501,692311.0,974.65,962.5,41.96608082413741,33.95320859126725,978.25,10.072425229309308,987.55,962.5,20361356.69925848,22.71416912557126,33.19999999999993,754.1104149689643,1.3442295398922344,0.0108169838829589,0.0197257455848562,0.5012888370212222,0.4754266225760173,25.533484841399822
NSE:ABB,2019-02-15 00:00:00+00:00,983.95,994.35,968.0,975.8,87172,43.2363935282669,961.1658811310476,987.325,1013.4841188689524,5.298988452424947,0.2797135282396903,984.628417631302,23.56952703166549,9.715528699789864,18.665283506267286,26.24078991475308,-3.1913625353469257,-1.3582180971234266,0.009420633560552,-9.450000000000044,-351388.0,-80.12313024443634,-0.9591474245115528,-6.873824638378434,-0.5604809945990014,0.0529898845242495,-11.40820258540714,,47.36915098544449,44.40152987736256,-63.07125424702087,605139.0,985.25,987.55,46.42775606361383,46.32604037977479,977.15,9.955714439457743,987.55,962.5,3769002.8966460815,23.56952703166549,26.350000000000023,621.0570372843862,1.3542158384890246,-0.0096377686933763,0.0197566905444502,0.4658455465625216,0.4732720697321043,24.42864231874025
NSE:ABB,2019-02-18 00:00:00+00:00,970.7,977.8,957.65,960.15,33319,38.51475433400378,957.246899296555,985.4225,1013.5981007034449,5.718481301866958,0.0515179912932624,981.3646286137952,25.010414815531192,9.116828291786131,20.68032489809368,25.76094220335236,-4.721639194263119,-3.263789017506838,-0.4798477114007191,-15.649999999999975,-53853.0,-61.77786445188822,-1.60381225660996,-10.920520443445923,-0.2441558441558465,0.0571848130186695,-12.398311648427123,,37.25823502912333,44.756984494662895,-137.18651130488485,571820.0,975.8,974.65,43.2363935282669,41.96608082413741,976.68,10.83671998346491,987.55,960.15,1283273.099654672,25.010414815531192,20.149999999999977,503.9598585329529,1.412975123320014,-0.0161681251256147,0.0181804835998602,0.4907812765172863,0.4807832552181801,25.2481275798752
NSE:ABB,2019-02-19 00:00:00+00:00,961.75,982.1,957.9,974.7,69893,44.574901170630014,956.6066640980096,984.0475,1011.4883359019904,5.577136449610502,0.3296790222902441,980.4760114652892,25.70349631103601,9.75548737338153,19.15373759068406,25.63886500821081,6.060146836626231,-0.8886171485060004,-0.12207719514155,14.550000000000068,36574.0,109.76920075632522,1.5153882205905411,15.734611167637302,-1.3011999392435734,0.0557713644961049,-11.87206306078258,-12.35547473984338,29.41110288608024,38.01282963354935,-89.37537869806908,641713.0,960.15,985.25,38.51475433400378,46.42775606361383,974.11,8.97882230584998,985.25,960.15,3115473.567518844,25.70349631103601,24.200000000000045,622.0246107270726,1.4932588092103962,0.0150402090870423,0.0177794836196862,0.4983597572090353,0.4556835935123626,24.953438767502625
NSE:ABB,2019-02-20 00:00:00+00:00,981.3,996.55,973.95,979.65,81322,46.50659960996756,960.1934787374348,982.01,1003.8265212625652,4.443238106040731,0.4459125501358113,980.3658766032506,24.627832548015967,13.500040623950062,17.83002415265446,25.40280356192405,1.931698439337545,-0.1101348620385351,-0.2360614462867616,4.949999999999932,11429.0,16.35213826849613,0.5078485687903811,4.333601171527279,0.5130046683424819,0.044432381060407,-10.929594075468003,-12.070298606968306,29.344978165938784,32.00477202704745,-4.699218871565446,723035.0,974.7,975.8,44.574901170630014,43.2363935282669,975.11,9.325730534388647,985.25,960.15,3782009.693481782,24.627832548015967,22.59999999999991,556.5890155851586,1.5049779787371385,0.0050656336736113,0.0170040674154471,0.4962524120909397,0.4987621387945877,25.713018509392302
NSE:ABB,2019-02-21 00:00:00+00:00,984.4,991.45,968.75,969.55,64172,43.19833160420907,961.3524627389768,980.055,998.7575372610232,3.816630140353994,0.219155752682476,978.9237597228172,24.06459237739904,12.561035446032337,18.183190924722144,25.1941521704833,-3.308268005758485,-1.4421168804334457,-0.2086513914407497,-10.100000000000025,-17150.0,-21.089004205504047,-1.0309804522023236,-7.1135452462739,-1.5935041867546351,0.03816630140354,-10.87233667585724,-11.830706220746093,34.81804949053848,31.19137684751917,-47.62417533507036,658863.0,979.65,960.15,46.50659960996756,38.51475433400378,971.97,7.52783169312584,979.65,960.15,2772123.3357053045,24.06459237739904,22.700000000000045,546.2662469669592,1.520547090898775,-0.0103633186881488,0.01631868794114,0.4938572712625423,0.4487427877675537,24.60650829028435
NSE:ABB,2019-02-22 00:00:00+00:00,976.45,988.75,969.55,977.35,64539,46.37113123726054,961.0780976318072,979.74,998.4019023681929,3.809562203889367,0.4359657993904877,978.7139250931082,23.56015801398083,11.81262574026681,17.099802805301767,24.734069285226298,3.1727996330514685,-0.2098346297090074,-0.4600828852570018,7.800000000000068,367.0,0.5719005173596026,0.8044969315661898,7.344727250397609,0.158844025415051,0.0380956220388936,-10.08135339495584,-11.480835655588042,36.407222143552325,33.52341660000986,-25.913023935272022,723402.0,969.55,974.7,43.19833160420907,44.574901170630014,972.28,7.75351533177242,979.65,960.15,2992746.438921558,23.56015801398083,19.200000000000045,452.355033868433,1.5304600131926325,0.0080127810704038,0.0148074046285402,0.4953253310928736,0.4903525441823065,25.40718104785935
NSE:ABB,2019-02-25 00:00:00+00:00,977.35,988.7,972.7,973.45,42643,45.017145179375,960.484182678126,979.3075,998.1308173218738,3.8442097751470095,0.3444084031566249,978.0120684140272,23.10696010798554,11.213053782637571,16.231870266975434,24.06723530519711,-1.3539860578855425,-0.7018566790809473,-0.6668339800291889,-3.899999999999977,-21896.0,-33.92677295898604,-0.3990382155829475,-2.9198900733255706,1.385200229130872,0.03844209775147,-9.657861042170452,-11.116240732904524,34.18344307445129,35.136238236180695,-25.71310768769355,680759.0,977.35,979.65,46.37113123726054,46.50659960996756,974.94,3.851038820893551,979.65,969.55,1919666.121884088,23.10696010798554,16.0,369.71136172776863,1.3916412372785214,-0.0039983649741114,0.0126169839487323,0.4934595198236685,0.5194725458805736,25.824085709758144
NSE:ABB,2019-02-26 00:00:00+00:00,976.6,976.6,960.2,964.15,103227,41.87703120160207,959.7617806295708,979.115,998.4682193704292,3.95320659379732,0.1133718190869641,976.1637926254904,23.63068971371482,10.618142810385727,19.41452746940746,23.484718608129693,-3.140113977772927,-1.8482757885368528,-0.5825166970674154,-9.300000000000068,60584.0,142.07255587083458,-0.955364939134018,-6.975373416641261,-1.0823843233815602,0.0395320659379729,-9.957884286658556,-10.884569443655332,31.73794226641912,34.10953582814091,-126.00940435370092,577532.0,973.45,969.55,45.017145179375,43.19833160420907,972.83,6.193302834516444,979.65,964.15,4322840.299847777,23.63068971371482,16.399999999999977,387.5433113049225,1.114075420659804,-0.0095995782593053,0.0107035292391597,0.5003719805649898,0.4608794012933339,24.76392390477436
NSE:ABB,2019-02-27 00:00:00+00:00,969.55,973.45,953.9,957.85,259193,39.84921087631879,956.5291099134218,977.9425,999.355890086578,4.379273850267891,0.0308426195300601,973.7219536087584,24.50637775349937,9.94105039910098,20.231423341188886,23.187132032037137,-2.02782032528328,-2.441839016731933,-0.2975865760925558,-6.2999999999999545,155966.0,151.09031551822682,-0.6534252968936283,-4.842321117562176,-2.225284540397076,0.043792738502679,-10.582029172947957,-10.824061389513856,21.46273850600136,29.128041282290592,-154.57788347205798,318339.0,964.15,977.35,41.87703120160207,46.37113123726054,968.47,7.685505838917146,977.35,957.85,10328636.514665697,24.50637775349937,19.550000000000068,479.0996850809143,1.0621746730792267,-0.0065556946545039,0.0097260148805215,0.5083657285090816,0.4337410738158846,24.41209407561622
NSE:ABB,2019-02-28 00:00:00+00:00,960.95,965.3,955.7,961.75,272804,41.73028211258946,954.5744468533064,976.6925,998.8105531466932,4.529174360751917,0.1622103242790671,972.1256931275906,25.29920498727824,9.616757670127498,19.571442431432583,22.16382443180709,1.881071236270664,-1.5962604811678602,-1.023307600230048,3.899999999999977,13611.0,5.251299224901906,0.4071618729446058,4.720472990315927,-0.8044969315661858,0.045291743607519,-10.639327540577028,-10.787114619726491,15.140541280654537,22.780407351025005,-144.0864492177144,591143.0,957.85,973.45,39.84921087631879,45.017145179375,966.91,8.18675759993111,977.35,957.85,11384187.881442854,25.29920498727824,9.599999999999907,242.8723678778688,0.9922541939274162,0.0040633521212943,0.0063646472890704,0.4964352805358665,0.4674778767583513,24.560848315696543
NSE:ABB,2019-03-01 00:00:00+00:00,974.15,985.25,965.8,969.55,251228,45.40743821318384,954.5265391133344,975.52,996.5134608866654,4.304055454868276,0.3578128677251138,971.7822673772451,23.826792499714745,15.577754363754991,18.02162613159104,22.264068244933966,3.677156100594381,-0.3434257503454319,0.1002438131268768,7.799999999999954,-21576.0,-7.908974941716396,0.8110215752534344,8.811721163718268,-0.7980764311659148,0.0430405545486827,-9.940751303926504,-10.617841956566494,20.863563402889284,19.15561439651506,-37.54846988590505,842371.0,961.75,964.15,41.73028211258946,41.87703120160207,965.35,6.202821938443009,973.45,957.85,11407619.88742175,23.826792499714745,23.5,559.9296237432965,1.006838334817926,0.0080775046962224,0.0066939288312112,0.493486338294052,0.467630332449441,24.491893239370945
NSE:ABB,2019-03-05 00:00:00+00:00,977.6,978.55,955.7,961.75,344036,42.517917453220434,954.2629838511622,973.8,993.3370161488376,4.012531556549144,0.1916110446907526,970.444631726946,23.22579201780401,14.38495113522742,20.02622924589632,22.30786912873973,-2.8895207599634034,-1.3376356502991484,0.0438008838057655,-7.799999999999954,92808.0,36.94174216249782,-0.8044969315661898,-6.363540586450533,-1.2019107298782723,0.0401253155654913,-9.902371046677104,-10.474747774588616,23.885714285714304,19.96327298975271,-94.6195737178116,498335.0,969.55,957.85,45.40743821318384,39.84921087631879,963.01,4.297441099076267,969.55,957.85,14627694.248936145,23.22579201780401,22.84999999999991,530.7093476068196,0.8962894423765574,-0.0080775046962224,0.0068378062648084,0.5030726005325981,0.4580412298472028,24.59489292616242
